changecenter,chancearea,target
1.0015910303145596,1.015538319213613,0.0
1.0008673781474,1.023084632475993,0.0
1.0003879920363397,1.0110941507738578,0.0
1.0010632436219655,1.0166666373259938,0.0
1.0010339045637224,1.0021357837838178,0.0
1.000175978778648,1.01487720348292,0.0
1.0002912256885415,1.0078315702722553,0.0
1.0008201568449366,1.0159528789949592,0.0
1.0003974042519421,1.008414696542144,0.0
1.0009151199533646,1.0276864382336313,0.0
1.0007842475023132,1.0130032888915255,0.0
1.0009379525529774,1.0116386609096972,0.0
1.0013717094692165,1.0132350012871845,0.0
1.0011719883646284,1.0229707827041437,0.0
1.0007529106800408,1.013418027639467,0.0
1.0011994055970046,1.0001449902650341,0.0
1.002690944274998,1.0008344439942454,0.0
1.001862438561148,1.0253847672320893,0.0
1.0006677432745383,1.0220400055539993,0.0
1.0016696689314006,1.0074125865608479,0.0
1.0007258274727275,1.0135450600859437,0.0
1.0012628406780562,1.0033400857701038,0.0
1.0016244571997774,1.0011542547555097,0.0
1.0025880802417815,1.0420600440150953,0.0
1.0020224304008616,1.0201401913773611,0.0
1.0021993376192535,1.0183889432332778,0.0
1.0018617432722654,1.0240009066309608,0.0
1.0007324587250641,1.0032456093769782,0.0
1.0011456063737727,1.0001238893728364,0.0
1.0022987553958518,1.0291926717488478,0.0
1.0024795673574154,1.0412481225253996,0.0
1.0021637619404191,1.0164724639557916,0.0
1.0018635952000492,1.0144482787454898,0.0
1.0017776403690117,1.0155305097136944,0.0
1.000828342894036,1.011841946745899,0.0
1.0016192116493887,1.012158728856311,0.0
1.001929836235486,1.010199326738888,0.0
1.001621936713979,1.005283188860281,0.0
1.0014990861184512,1.0180759297737136,0.0
1.0009481699632667,1.0040014217951185,0.0
1.0008051979461734,1.009287653488325,0.0
1.0001372114981217,1.016183783896144,0.0
1.0001551419582477,1.008647724567884,0.0
1.0002697625112948,1.0024119906661917,0.0
1.0004644706563348,1.0112502961988976,0.0
1.002530311867171,1.0426230271974026,0.0
1.0012777669791042,1.0189250453834096,0.0
1.0009892452509623,1.0162078455928816,0.0
1.0013552535843098,1.029504566192207,0.0
1.0011675824994863,1.0023213951320122,0.0
1.0010124983159703,1.0118073842333304,0.0
1.003130126136913,1.0298706124510344,0.0
1.0029050214554522,1.0124142581512185,0.0
1.001317093725326,1.0211619994573669,0.0
1.0006162754868178,1.0312429161659908,0.0
1.0007587147163757,1.0044510708149255,0.0
1.0011490631051627,1.0022604758024691,0.0
1.0029263426334092,1.0291463104486243,0.0
1.0019178665925215,1.0314540283603657,0.0
1.0007397097509196,1.0005539087708217,0.0
