x,y,width,height,score,category,id
822.0253295898438,1164.218017578125,44.5762939453125,130.9329833984375,0.8410585522651672,0.0,<norfair.tracker.Detection object at 0x7f94976fc190>
822.0015869140625,1163.9124755859375,44.54345703125,130.81982421875,0.8431646227836609,0.0,<norfair.tracker.Detection object at 0x7f953f9418b0>
823.0430908203125,1165.378173828125,45.6790771484375,130.3525390625,0.8331117033958435,0.0,<norfair.tracker.Detection object at 0x7f949747db50>
823.556884765625,1165.9091796875,45.59625244140625,127.6666259765625,0.8142219185829163,0.0,<norfair.tracker.Detection object at 0x7f94977eeb50>
823.857421875,1167.02294921875,45.84759521484375,127.6776123046875,0.815978467464447,0.0,<norfair.tracker.Detection object at 0x7f949747d850>
824.2403564453125,1168.022705078125,44.972412109375,127.6024169921875,0.8172779083251953,0.0,<norfair.tracker.Detection object at 0x7f949747d040>
824.3119506835938,1168.7440185546875,46.048095703125,129.510009765625,0.8356391787528992,0.0,<norfair.tracker.Detection object at 0x7f9497762940>
824.5651245117188,1168.6998291015625,44.802001953125,128.747802734375,0.8260601758956909,0.0,<norfair.tracker.Detection object at 0x7f953f9414c0>
824.2841796875,1168.781982421875,44.92437744140625,129.3338623046875,0.8346792459487915,0.0,<norfair.tracker.Detection object at 0x7f94976fc190>
824.398193359375,1169.92041015625,43.47833251953125,129.7113037109375,0.8407381176948547,0.0,<norfair.tracker.Detection object at 0x7f94977621f0>
823.7611083984375,1168.4049072265625,44.91754150390625,132.307861328125,0.8409041166305542,0.0,<norfair.tracker.Detection object at 0x7f953f9418b0>
823.9779052734375,1168.15771484375,45.10162353515625,132.4967041015625,0.8324734568595886,0.0,<norfair.tracker.Detection object at 0x7f949747dac0>
824.47607421875,1167.7744140625,44.477294921875,132.1883544921875,0.8396366238594055,0.0,<norfair.tracker.Detection object at 0x7f9497762730>
824.9374389648438,1166.92041015625,44.22119140625,132.03515625,0.8303053975105286,0.0,<norfair.tracker.Detection object at 0x7f953f9414c0>
825.5848388671875,1165.97607421875,46.5665283203125,132.9027099609375,0.8238563537597656,0.0,<norfair.tracker.Detection object at 0x7f953f9419a0>
826.8455810546875,1166.204833984375,46.218505859375,132.9349365234375,0.796082615852356,0.0,<norfair.tracker.Detection object at 0x7f949747d8b0>
827.094970703125,1166.338134765625,46.80157470703125,133.08544921875,0.7880976796150208,0.0,<norfair.tracker.Detection object at 0x7f953f9418b0>
827.36669921875,1166.6649169921875,47.7569580078125,132.94189453125,0.7683287262916565,0.0,<norfair.tracker.Detection object at 0x7f953f8cd0a0>
828.2788696289062,1167.2030029296875,48.6639404296875,132.176513671875,0.7384606003761292,0.0,<norfair.tracker.Detection object at 0x7f949747dac0>
828.562744140625,1167.4183349609375,47.64764404296875,132.136962890625,0.7353344559669495,0.0,<norfair.tracker.Detection object at 0x7f949747d700>
830.087646484375,1168.419677734375,47.621337890625,131.9071044921875,0.7999988794326782,0.0,<norfair.tracker.Detection object at 0x7f94977eeb50>
831.04736328125,1169.3834228515625,47.18109130859375,133.2978515625,0.8376820087432861,0.0,<norfair.tracker.Detection object at 0x7f949747d280>
832.1002197265625,1169.165283203125,47.5274658203125,132.3084716796875,0.8354431986808777,0.0,<norfair.tracker.Detection object at 0x7f949747d850>
833.1005249023438,1169.6297607421875,46.23779296875,132.65380859375,0.8517251014709473,0.0,<norfair.tracker.Detection object at 0x7f949747d1f0>
833.4779052734375,1170.8564453125,46.24188232421875,132.02001953125,0.8584171533584595,0.0,<norfair.tracker.Detection object at 0x7f949747d310>
834.142578125,1170.921142578125,45.63568115234375,131.268798828125,0.8651145696640015,0.0,<norfair.tracker.Detection object at 0x7f949747dd60>
835.133056640625,1171.147705078125,47.20343017578125,133.7994384765625,0.8566639423370361,0.0,<norfair.tracker.Detection object at 0x7f949747d8b0>
835.708740234375,1171.2962646484375,47.79754638671875,134.95263671875,0.8507060408592224,0.0,<norfair.tracker.Detection object at 0x7f949747d280>
838.1367797851562,1171.4857177734375,48.40869140625,133.69970703125,0.853709876537323,0.0,<norfair.tracker.Detection object at 0x7f949747d850>
839.779541015625,1170.985595703125,48.71820068359375,132.117431640625,0.8492196798324585,0.0,<norfair.tracker.Detection object at 0x7f949747d1f0>
841.7433471679688,1171.12890625,49.0142822265625,132.9344482421875,0.853678286075592,0.0,<norfair.tracker.Detection object at 0x7f949747d310>
842.0062255859375,1170.830078125,48.534423828125,134.8370361328125,0.8532550930976868,0.0,<norfair.tracker.Detection object at 0x7f949747dd60>
843.62548828125,1170.662109375,47.92279052734375,136.29443359375,0.8547170162200928,0.0,<norfair.tracker.Detection object at 0x7f949747d8b0>
844.2825317382812,1170.463134765625,48.3865966796875,138.0577392578125,0.8478584289550781,0.0,<norfair.tracker.Detection object at 0x7f949747d970>
845.4022216796875,1170.674560546875,49.2042236328125,139.357177734375,0.8481568694114685,0.0,<norfair.tracker.Detection object at 0x7f953f9414c0>
846.8451538085938,1171.4791259765625,49.782470703125,139.334228515625,0.8404985070228577,0.0,<norfair.tracker.Detection object at 0x7f949747d220>
849.1050415039062,1170.691650390625,47.5382080078125,138.4718017578125,0.831672191619873,0.0,<norfair.tracker.Detection object at 0x7f94976f5f40>
850.6171264648438,1171.7806396484375,49.3001708984375,138.35595703125,0.8470206260681152,0.0,<norfair.tracker.Detection object at 0x7f94976fc190>
851.0169677734375,1172.686767578125,48.6798095703125,136.6710205078125,0.8412542939186096,0.0,<norfair.tracker.Detection object at 0x7f94976f5d00>
851.7330322265625,1173.990234375,49.62359619140625,137.2265625,0.8399470448493958,0.0,<norfair.tracker.Detection object at 0x7f94976f5b20>
851.8819580078125,1175.681396484375,49.37274169921875,136.7977294921875,0.8402498364448547,0.0,<norfair.tracker.Detection object at 0x7f953f9414c0>
853.587158203125,1176.5009765625,50.37384033203125,138.5350341796875,0.8401338458061218,0.0,<norfair.tracker.Detection object at 0x7f94976f5af0>
854.26611328125,1176.146728515625,50.45111083984375,136.368408203125,0.8401683568954468,0.0,<norfair.tracker.Detection object at 0x7f94977621f0>
854.5750732421875,1176.7794189453125,52.4385986328125,137.17724609375,0.8535547256469727,0.0,<norfair.tracker.Detection object at 0x7f94976fc190>
855.15771484375,1177.358154296875,52.22320556640625,136.8848876953125,0.8499265909194946,0.0,<norfair.tracker.Detection object at 0x7f94976f5f40>
