changecenter,chancearea,target
1.000012687947207,1.159157015163243,0.0
1.0002074749676848,1.0822515125602925,0.0
1.0003543967550497,1.0767645309503555,0.0
1.0004808343448486,1.0743512119820455,0.0
1.0000641942537452,1.082770221601575,0.0
1.0001636624590309,1.0549719396980657,0.0
1.0011335300903914,1.0560032501611611,0.0
1.0002967808483048,1.0602556317755427,0.0
1.000139376670088,1.0594857179388215,0.0
1.00004323027964,1.0291028400795683,0.0
1.0000737792571726,1.0072414540134338,0.0
1.0036848292794789,1.011094249481866,0.0
1.002099050258637,1.0051655583094974,0.0
1.0023239763497351,1.012551915431216,0.0
1.0029955950516756,1.0345874303437617,0.0
1.0034174945775616,1.0499703810655108,0.0
1.001783239422224,1.0133691085911265,0.0
1.003774704539455,1.019834676154069,0.0
1.0007626130367298,1.063390357743743,0.0
1.0024714297782178,1.0186387421862386,0.0
1.004297604136188,1.0587796979857576,0.0
1.001523459962452,1.086979612612924,0.0
1.0017864821762608,1.0590935948253035,0.0
1.0013644094152294,1.0259217369712978,0.0
1.0003696737305043,1.0047027559107888,0.0
1.0002818975318313,1.0040134305512622,0.0
1.0017166112129292,1.0316329397796686,0.0
1.0030270002238009,1.0156085224191036,0.0
1.003764345264195,1.033589760186169,0.0
1.0047991250940915,1.0262287729116435,0.0
1.004318473581467,1.0476725888953,0.0
1.004401181808667,1.0374997638316736,0.0
1.0033254449947,1.0005254020601624,0.0
1.001155845055326,1.0326714442011593,0.0
1.0015339967980714,1.013057510895474,0.0
1.001925899736706,1.0043958895401126,0.0
1.0027157419806405,1.0434522235717467,0.0
1.0008407755703077,1.035361276614694,0.0
1.001472262322792,1.0055535332516423,0.0
1.001895959449815,1.008832171843384,0.0
1.001649384630118,1.0150231042746851,0.0
1.0028211256758737,1.0173580793161607,0.0
1.0037144009081524,1.053202537042343,0.0
1.003557679703989,1.024393489659804,0.0
1.005686281711649,1.04842442659744,0.0
1.0043048054602002,1.076449454932501,0.0
1.003894756005988,1.0773198557953267,0.0
1.0020573384587732,1.0074098808642356,0.0
1.000841873674642,1.0351475882650276,0.0
1.001195943332456,1.0302182992660511,0.0
1.0021050500371371,1.0099371579726366,0.0
1.001809790508788,1.0248914739803852,0.0
1.003116113834127,1.014499245199603,0.0
1.0021167093741532,1.0552016115186185,0.0
1.0013070115739509,1.0644790105717927,0.0
1.0027728836682606,1.0377551531810258,0.0
1.0008898606983072,1.0106760338200385,0.0
1.001790339450617,1.0412768707837017,0.0
1.0023555437388616,1.0218369328226529,0.0
1.002802772528907,1.0391548551051093,0.0
1.005606529937609,1.0337815978626632,0.0
1.004690221090837,1.0634974327737077,0.0
1.00286407578966,1.0021087725164883,0.0
1.0022321201820596,1.0076135206595913,0.0
1.000201846010694,1.0374499872170628,0.0
1.0005507631278032,1.045274744724248,0.0
1.0020017546233135,1.009192550630082,0.0
1.0008731858374973,1.0218326372190778,0.0
1.000703821638346,1.0177670536271073,0.0
1.0031813534165246,1.0314779393296465,0.0
1.000858206119919,1.0017830875842324,0.0
1.00096121231081,1.0077904942797282,0.0
1.0038692011578636,1.0771036095367212,0.0
1.0015738694771863,1.004049919713956,0.0
1.001777370665259,1.0063739503619638,0.0
1.0025308927945549,1.0355382790997196,0.0
1.0046190207058854,1.0571084392975372,0.0
1.0027060894460766,1.0363968966902923,0.0
1.0019592144504623,1.029128102940058,0.0
1.0029836675874155,1.052709568414385,0.0
1.0001959812914258,1.0752024857605331,0.0
1.002355623819141,1.0089480565880349,0.0
1.0021854063475004,1.003803319320516,0.0
1.0016889756730138,1.014432994050742,0.0
1.0028514367095052,1.0289022844361728,0.0
1.001015809407085,1.0886363442726992,0.0
1.0014080750608387,1.0060264029518908,0.0
1.00221546598685,1.0443265517810836,0.0
1.0013128308847472,1.0332676012745332,0.0
1.0015104758411542,1.0204798379544586,0.0
1.0009684810260946,1.0007107380467326,0.0
1.0044506405560574,1.02348392889352,0.0
1.004042298024201,1.0395388690478224,0.0
1.0021260409792212,1.014040480309332,0.0
1.003016548703584,1.0199200378836333,0.0
1.001622915424884,1.0314724783592708,0.0
1.0020406519145078,1.004585097501736,0.0
1.001171896648252,1.0579685470442006,0.0
1.001156914771956,1.0024323361151055,0.0
1.0021692669591538,1.0017578789384731,0.0
1.00101143571089,1.0042276588685832,0.0
1.0017560849324574,1.0332259240615302,0.0
1.0010213036947784,1.0027830217649245,0.0
1.002401415003365,1.0190670679651903,0.0
1.0038752213527065,1.05092391156622,0.0
1.0015460482694964,1.0130988244780437,0.0
1.0002810962851882,1.0124265473171734,0.0
1.0024011080111308,1.0093581999673122,0.0
1.0026961868602124,1.055752676083016,0.0
1.0013242573951426,1.002693739417318,0.0
1.0011262022093197,1.0143815562647618,0.0
1.0021147429703503,1.0014415839859971,0.0
1.0020482339362142,1.0155975673079511,0.0
1.001703525000465,1.0053696610658998,0.0
1.0010330491498678,1.0079996625224965,0.0
1.0013308099342555,1.021049897635869,0.0
1.0019527352345563,1.0237917996855257,0.0
1.001867412820529,1.033199932975435,0.0
1.0015215334200276,1.0821285425012352,0.0
1.0018357251238204,1.0448064654348694,0.0
1.0013011690541342,1.0329627716521523,0.0
1.0007221513312967,1.001838759026212,0.0
1.0017996895235544,1.0089219596247223,0.0
1.0024735823799662,1.0140959674670604,0.0
1.0029011406793158,1.0241044912641348,0.0
1.003594983811632,1.0440280896182668,0.0
1.0026695104979204,1.0247402875891485,0.0
1.0017870567282756,1.0051366365230534,0.0
1.001160303701085,1.021990043831403,0.0
1.0017861600039288,1.0209380488528546,0.0
1.0006986406469722,1.0057827114392164,0.0
1.001065399044303,1.0136113232501316,0.0
1.0017690849826526,1.0156297056675525,0.0
1.0003106033880291,1.0190892783653362,0.0
1.0006693023871058,1.000484455239189,0.0
1.0037529611194504,1.052923278100155,0.0
1.001772439085772,1.0391596267495458,0.0
1.001517923455915,1.0083568725667886,0.0
1.0021325637543366,1.003893681019617,0.0
1.0037587033964257,1.057568533534881,0.0
1.0039504607211605,1.066868432538114,0.0
1.0020718924995018,1.0186824930859415,0.0
1.001180975003871,1.0328581520053624,0.0
1.0019905463007173,1.02247076241715,0.0
1.0014423048884942,1.020643566782251,0.0
1.0012632317531724,1.0017250973819432,0.0
1.002091396275174,1.013442757493552,0.0
1.001746605116212,1.0199130678143316,0.0
1.0013141216285804,1.0014598281451348,0.0
1.0026239021269745,1.015974647373508,0.0
